Id,SalePrice
1461,127014.39899
1462,151552.71387
1463,165370.83565
1464,181622.91418
1465,243035.8765
1466,184101.68791
1467,161355.29366
1468,174867.04067
1469,176044.66931
1470,111003.66053
1471,167993.6889
1472,95283.13469
1473,109787.56464
1474,152560.93597
1475,10000
1476,400188.27082
1477,270500.07471
1478,319001.29502
1479,294005.44314
1480,446398.46774
1481,330193.56432
1482,255788.08152
1483,168013.96035
1484,168458.92808
1485,178405.66785
1486,204090.47014
1487,318594.12598
1488,244220.40718
1489,182419.82025
1490,184136.82438
1491,209846.25392
1492,124513.32962
1493,153720.67953
1494,307940.61367
1495,297456.20473
1496,201737.08103
1497,215473.7998
1498,181132.00287
1499,181132.00287
1500,172860.83406
1501,186275.37426
1502,172546.55363
1503,229254.75894
1504,265611.98349
1505,202023.26267
1506,192586.92623
1507,224956.79497
1508,195600.33743
1509,183643.89943
1510,137317.87808
1511,136612.58041
1512,145842.78043
1513,173229.83318
1514,152527.77579
1515,175005.30607
1516,162585.68715
1517,141783.42916
1518,148725.30136
1519,178224.68257
1520,134588.68273
1521,136520.58506
1522,163752.16891
1523,125493.46175
1524,132166.13854
1525,129344.94783
1526,129835.58969
1527,114283.76938
1528,146449.35618
1529,135569.96645
1530,154760.5387
1531,118487.61149
1532,104669.80502
1533,117273.16784
1534,113256.15609
1535,126043.39111
1536,114145.32597
1537,10000
1538,120232.93347
1539,179588.21634
1540,145147.7586
1541,123900.30212
1542,137018.48641
1543,208452.18207
1544,94541.363469
1545,134364.55105
1546,137475.16907
1547,132142.73291
1548,148167.9185
1549,119478.03986
1550,134687.93756
1551,104361.7327
1552,122245.40609
1553,128274.60871
1554,116804.20477
1555,165744.14882
1556,151914.18135
1557,135967.1979
1558,97865.51175
1559,119696.17369
1560,144798.75141
1561,145867.27069
1562,127539.20885
1563,126680.58559
1564,142289.12981
1565,144343.69261
1566,225025.12745
1567,111601.27924
1568,224124.8205
1569,111986.46587
1570,133513.88315
1571,125178.49672
1572,120968.34198
1573,135624.22849
1574,124832.14664
1575,193676.9912
1576,182607.40981
1577,182032.16701
1578,165255.99368
1579,135390.09219
1580,215658.50984
1581,137260.66429
1582,132660.89684
1583,261647.69183
1584,244705.94642
1585,151455.43484
1586,66769.691413
1587,115448.62104
1588,121704.30477
1589,112089.90705
1590,134583.15809
1591,106994.59234
1592,133023.34673
1593,94803.497139
1594,144089.99289
1595,144369.43978
1596,247953.66403
1597,171385.06264
1598,213540.32168
1599,10000
1600,10000
1601,10000
1602,112629.67395
1603,79370.821032
1604,260744.49687
1605,290193.2325
1606,159402.33175
1607,196486.73093
1608,207731.35217
1609,198287.35801
1610,179275.23627
1611,138614.4165
1612,143704.82581
1613,141067.6258
1614,108434.93875
1615,91035.044008
1616,91035.044008
1617,91035.044008
1618,126655.02112
1619,125397.75135
1620,174431.27239
1621,138921.06766
1622,145207.41651
1623,280638.89209
1624,184287.2759
1625,129826.99115
1626,156656.07155
1627,181817.32781
1628,251603.67234
1629,196578.20206
1630,348049.06927
1631,259777.11013
1632,281422.34149
1633,178978.03113
1634,183178.22319
1635,177345.8144
1636,161501.10388
1637,174723.69614
1638,211062.84605
1639,184907.588
1640,255635.63666
1641,186657.31063
1642,230069.0635
1643,267810.3273
1644,262483.57114
1645,165152.20989
1646,157932.69737
1647,149748.42944
1648,135723.29203
1649,131736.82691
1650,110430.43763
1651,110430.43763
1652,95283.13469
1653,95283.13469
1654,157032.44937
1655,10000
1656,152560.93597
1657,157032.44937
1658,152560.93597
1659,10000
1660,133883.38505
1661,456100.05604
1662,445632.55287
1663,360105.39283
1664,512737.0732
1665,323852.08917
1666,290623.37574
1667,353022.51927
1668,324745.65651
1669,297683.33125
1670,333043.06756
1671,226571.60358
1672,415251.26318
1673,342876.31707
1674,275742.27918
1675,196516.48176
1676,193989.10462
1677,197810.34864
1678,481792.80095
1679,325965.98007
1680,342744.65587
1681,288109.39542
1682,284704.75779
1683,201172.98292
1684,184272.39149
1685,176082.12583
1686,173824.83385
1687,178405.66785
1688,196721.29288
1689,194145.65811
1690,186633.39003
1691,176116.21472
1692,228013.75223
1693,178405.66785
1694,177248.60759
1695,182412.21082
1696,245515.26269
1697,182412.21082
1698,336519.0832
1699,283758.83176
1700,258547.22472
1701,298048.06652
1702,252760.12737
1703,249547.16334
1704,253267.43748
1705,230438.48253
1706,419078.42909
1707,198016.71969
1708,195584.17574
1709,296532.05053
1710,231791.30949
1711,261130.74418
1712,264597.36327
1713,214185.98242
1714,206387.5327
1715,213542.07372
1716,178294.72798
1717,172785.73139
1718,151306.816
1719,220792.70169
1720,211368.81771
1721,170854.00531
1722,127641.17149
1723,127641.17149
1724,194893.26317
1725,242971.77888
1726,179107.96454
1727,159763.80874
1728,201332.3501
1729,163068.84038
1730,186495.68233
1731,130237.73909
1732,126680.58559
1733,126680.58559
1734,131464.34374
1735,128152.51118
1736,128152.51118
1737,323264.71553
1738,236654.32917
1739,310271.46843
1740,196676.50326
1741,173832.90219
1742,186275.37426
1743,199161.44626
1744,296208.17633
1745,263450.10981
1746,364272.28276
1747,212279.11803
1748,232004.28892
1749,156412.65174
1750,162793.03803
1751,228090.6537
1752,126033.11527
1753,147621.35717
1754,211849.84557
1755,167847.7923
1756,111385.80914
1757,126033.11527
1758,126289.60468
1759,152527.77579
1760,139801.75251
1761,139157.78506
1762,165161.80372
1763,163557.75528
1764,128976.96644
1765,169147.14703
1766,157579.53628
1767,163120.32462
1768,134619.34784
1769,167421.32562
1770,134978.95224
1771,136397.92459
1772,141917.64553
1773,121130.59853
1774,156759.56185
1775,138575.60432
1776,133638.06412
1777,123855.89201
1778,131154.1897
1779,136643.24552
1780,181587.31685
1781,136336.59436
1782,74650.01455
1783,117426.49342
1784,92851.809335
1785,109024.25154
1786,135461.37864
1787,152498.90644
1788,10000
1789,101909.94455
1790,71526.794046
1791,210605.8528
1792,154031.4876
1793,137506.32938
1794,133180.6262
1795,140665.55081
1796,142463.87685
1797,142026.44619
1798,131460.84086
1799,121985.31991
1800,135815.28738
1801,129442.33066
1802,159620.87935
1803,174736.53878
1804,128394.32923
1805,137749.34641
1806,119428.78872
1807,146938.31681
1808,116015.89807
1809,120860.98645
1810,123743.50739
1811,113933.67397
1812,120339.67947
1813,116690.53063
1814,87183.271715
1815,10000
1816,100254.02827
1817,107851.14203
1818,150000.33143
1819,115054.48213
1820,85750.214452
1821,124386.33619
1822,126379.07585
1823,68481.184692
1824,148945.57301
1825,138306.42129
1826,122605.88172
1827,118098.10962
1828,136098.53292
1829,120459.32358
1830,138384.11727
1831,170671.44065
1832,141222.62371
1833,152630.27752
1834,121810.35564
1835,164947.80783
1836,139798.9782
